,repayment_id,loan_id,repayment_amount,loan_repayment_method_id,repayment_collected_date,collector_id,repayment_backdate,repayment_adjust_remaining_schedule,repayment_adjust_remaining_schedule_pro_rata,repayment_manual_composition,principal_repayment_amount,interest_repayment_amount,fees_repayment_amount,penalty_repayment_amount,loandisk_system_date,borrower_access_ids,repayment_description,dea_cash_bank_account,branch_id,custom_field_23214,repayment_backdated_date
15510,83064414,9018676,38500,35306,02/10/2025,98635,0,0,0,0,0,7500,31000,0,15/10/2025 10:51am,[99851],nan,0,8550,TJ2CI6AABS - 9018676,nan
15511,83065519,9130030,18000,35306,02/10/2025,98635,,,,,0,18000,0,0,02/10/2025 10:52,[23914],nan,0,8550,TJ2GF6AC9F - 9130030,nan
15512,83095786,9119624,40500,35306,02/10/2025,98635,,,,,0,35100,0,5400,02/10/2025 14:01,[23914],nan,0,8550,TJ2AJ69KWI - 9119624,nan
15513,83095927,7363057,6155,35306,02/10/2025,98635,,,,,5971.44,0,4.43,179.13,02/10/2025 14:02,[23914],nan,0,8550,TJ2KA6CDOA - 7363057,nan
15514,83096300,8734181,4200,35306,02/10/2025,98635,,,,,4193.01,0,6.99,0,02/10/2025 14:03,[72709],nan,0,8550,TJ2BN6BTIM - 8734181,nan
15515,83102066,9222286,18000,35306,02/10/2025,18219,,,,,0,18000,0,0,02/10/2025 14:51,[23914],nan,0,8550,TJ2L26CEUC - 9222286,nan
15516,83109469,6768158,25000,35306,02/10/2025,98635,,,,,9491.39,15508.61,0,0,02/10/2025 15:50,[99851],nan,0,8550,TJ26U69BNI - 6768158,nan
15517,83121382,8659374,49668,35306,02/10/2025,98635,,,,,29180.75,14487.25,6000,0,02/10/2025 18:15,[23914],nan,0,8550,TJ2MQ6C79F - 8659374,nan
15518,83121383,8659378,10332,35306,02/10/2025,98635,,,,,8444,1688,200,0,02/10/2025 18:15,[23914],nan,0,8550,TJ2MQ6C79F - 8659378,nan
15519,83128490,8933216,774,35306,03/10/2025,98635,,,,,0,0,0,774,03/10/2025 04:54,[23914],nan,0,8550,TJ3PU6AEWY - 8933216,nan
15520,83128491,8940916,9726,35306,03/10/2025,98635,,,,,7668,1986,72,0,03/10/2025 04:54,[23914],nan,0,8550,TJ3PU6AEWY - 8940916,nan
15521,83151426,8933216,2739,35306,03/10/2025,98635,,,,,2739,0,0,0,03/10/2025 08:42,[23914],nan,0,8550,TJ3PU6B0GO - 8933216,nan
15522,83151441,8940916,2261,35306,03/10/2025,98635,,,,,2261,0,0,0,03/10/2025 08:42,[23914],nan,0,8550,TJ3PU6B0GO - 8940916,nan
15523,83158857,8933216,2000,35306,03/10/2025,98635,,,,,2000,0,0,0,03/10/2025 09:15,[23914],nan,0,8550,TJ3PU6B765 - 8933216,nan
15524,83166299,9198137,27000,35306,03/10/2025,73124,,,,,0,27000,0,0,03/10/2025 10:08,[72709],nan,0,8550,TJ35S6EZSS - 9198137,nan
15525,83173776,8933216,9000,35306,03/10/2025,98635,,,,,9000,0,0,0,03/10/2025 11:20,[23914],nan,0,8550,TJ3PU6BJUZ - 8933216,nan
15526,83193733,8716664,32000,35306,03/10/2025,98635,,,,,24729.17,7000,0,270.83,03/10/2025 13:24,[23914],nan,0,8550,TJ3KJ6FBUS - 8716664,nan
15527,83219379,8948361,2000,35306,03/10/2025,98635,,,,,0,0,2000,0,03/10/2025 15:55,[72709],nan,0,8550,TJ3K76HHDF - 8948361,nan
15528,83220752,9135093,55000,35306,03/10/2025,98635,,,,,25168.33,26000,3000,831.67,03/10/2025 17:08,[23914],nan,0,8550,TJ3EJ6H2C2 - 9135093,nan
15529,83220847,6768158,5000,35306,03/10/2025,98635,,,,,5000,0,0,0,03/10/2025 17:12,[99851],nan,0,8550,TJ36U6D5VS - 6768158,nan
15530,83223133,7661065,1000,35306,03/10/2025,98635,,,,,1000,0,0,0,03/10/2025 19:34,[72709],nan,0,8550,TJ3GM6FHS7 - 7661065,nan
15531,83226574,8746803,8132,35306,04/10/2025,98635,,,,,6693,1339,100,0,04/10/2025 04:43,[23914],nan,0,8550,TJ4AG6F8SP - 8746803,nan
15532,83231546,7471056,22491,35306,03/10/2025,98635,,,,,12500,6991,3000,0,04/10/2025 06:01,[23914],nan,0,8550,TJ3M46EPAB - 7471056,nan
15533,83231547,7516307,3509,35306,03/10/2025,98635,,,,,2847,570,92,0,04/10/2025 06:01,[23914],nan,0,8550,TJ3M46EPAB - 7516307,nan
15534,83231859,7976573,35000,35306,04/10/2025,98635,,,,,16589.41,16000,2410.59,0,04/10/2025 06:22,[72709],nan,0,8550,TJ40D6G68R - 7976573,nan
15535,83233223,8933216,3000,35306,04/10/2025,98635,,,,,2750.39,0,0,249.61,04/10/2025 07:00,[23914],nan,0,8550,TJ4PU6DYEC - 8933216,nan
15536,83241682,9147952,12000,35306,04/10/2025,98635,,,,,6498.09,5501.91,0,0,04/10/2025 09:26,[72709],nan,0,8550,TJ4HI6HV00 - 9147952,nan
15537,83247775,9163349,35000,35306,04/10/2025,98635,,,,,3430.06,31569.94,0,0,04/10/2025 10:46,[99851],nan,0,8550,TJ4556IAXC - 9163349,nan
15538,83250113,9135093,29288.32,35306,04/10/2025,98635,,,,,28998.34,0,0,289.98,04/10/2025 13:37,[23914],nan,0,8550,TJ4EJ6JEWX - 9135093,nan
15539,83250114,9245197,8711.68,35306,04/10/2025,98635,,,,,6512,1999.68,200,0,04/10/2025 13:37,[23914],nan,0,8550,TJ4EJ6JEWX - 9245197,nan
15540,83250300,9193422,12318,35306,04/10/2025,98635,0,0,0,0,0.63,12317.37,0,0,14/10/2025 11:58am,[23914],nan,0,8550,TJ44G6J8EZ - 9193422,nan
15541,83252301,8948361,2002,35306,04/10/2025,98635,,,,,0,1011.6,990.4,0,04/10/2025 15:21,[72709],nan,0,8550,TJ4K76KLE4 - 8948361,nan
15542,83253357,7661065,2000,35306,04/10/2025,98635,,,,,2000,0,0,0,04/10/2025 18:22,[72709],nan,0,8550,TJ4GM6ILLQ - 7661065,nan
15543,83257374,9259773,20000,35306,05/10/2025,99476,,,,,6520,10480,3000,0,05/10/2025 11:30,[99851],nan,0,8550,TJ5LS6KCCZ - 9259773,nan
15544,83258897,8933216,5000,35306,05/10/2025,98635,,,,,4777.89,0,0,222.11,05/10/2025 14:47,[23914],nan,0,8550,TJ5PU6IRNP - 8933216,nan
15545,83259293,9143821,17000,35306,05/10/2025,98635,,,,,14998.64,2001.36,0,0,05/10/2025 17:57,[72709],nan,0,8550,TJ5516NS0M - 9143821,nan
15546,83263919,9143821,2,35306,06/10/2025,98635,,,,,1.36,0.63,0,0.01,06/10/2025 03:05,[72709],nan,0,8550,TJ6HK6OQMQ - 9143821,nan
15547,83267465,8933216,6000,35306,06/10/2025,98635,,,,,5825.67,0,0,174.33,06/10/2025 05:50,[23914],nan,0,8550,TJ6PU6K6V8 - 8933216,nan
15548,83274464,7976573,79,35306,06/10/2025,98635,0,0,0,0,77.26,0,0.2,1.54,06/10/2025 08:38,[72709],nan,0,8550,TJ6BZ6NPVM - 7976573,nan
15549,83274465,7999966,0,35306,06/10/2025,98635,0,0,0,0,0,0,0,0,06/10/2025 08:38,[72709],nan,0,8550,TJ6BZ6NPVM - 7999966,nan
15550,83307650,8973868,21000,35306,06/10/2025,98635,,,,,3663.33,14340,2996.67,0,06/10/2025 08:37,[72709],nan,0,8550,TJ6286PX27 - 8973868,nan
15551,83316037,9178068,20000,35306,05/10/2025,98635,,,,,6451.25,10548.75,3000,0,06/10/2025 08:53,[99851],nan,0,8550,TJ5QV6JV2T - 9178068,nan
15552,83318394,7526709,1497.26,35306,06/10/2025,98635,0,0,0,0,0,0,1497.26,0,06/10/2025 10:44,[72709],nan,0,8550,TJ69Y6M0S3 - 7526709,nan
15553,83318409,8036676,25268.88,35306,06/10/2025,98635,0,0,0,0,20748,4148,372.88,0,06/10/2025 10:41,[72709],nan,0,8550,TJ69Y6M0S3 - 8036676,nan
15554,83318420,8389446,28233.86,35306,06/10/2025,98635,,,,,27777.76,456.1,0,0,06/10/2025 08:58,[72709],nan,0,8550,TJ69Y6M0S3 - 8389446,nan
15555,83326444,8948361,2003,35306,06/10/2025,98635,,,,,664.6,1238.4,0,100,06/10/2025 09:18,[72709],nan,0,8550,TJ6K76PZ4I - 8948361,nan
15556,83355209,9182529,6620,35306,06/10/2025,98635,,,,,18.54,6601.46,0,0,06/10/2025 12:10,[72709],nan,0,8550,TJ6476QL65 - 9182529,nan
15557,83362146,9152409,65000,35306,06/10/2025,98635,,,,,25026.61,36973.39,3000,0,06/10/2025 12:47,[99851],nan,0,8550,TJ6D26NZ89 - 9152409,nan
15558,83362243,8973868,16000,35306,06/10/2025,98635,,,,,16000,0,0,0,06/10/2025 12:48,[72709],nan,0,8550,TJ6286QPOT - 8973868,nan
15559,83371646,8948361,2004,35306,06/10/2025,98635,,,,,2004,0,0,0,06/10/2025 13:24,[72709],nan,0,8550,TJ6K76QOS0 - 8948361,nan
15560,83372457,8359845,40000,35306,06/10/2025,98635,,,,,30256.38,9743.62,0,0,06/10/2025 13:31,[99851],nan,0,8550,TJ6CM6MYSZ - 8359845,nan
15561,83372800,9196616,4700,35306,06/10/2025,98635,,,,,440.88,4259.12,0,0,06/10/2025 13:37,[23914],nan,0,8550,TJ6OR6M4C1 - 9196616,nan
15562,83373083,9151586,6600,35306,05/10/2025,98635,,,,,0,6600,0,0,06/10/2025 13:39,[23914],nan,0,8550,TJ5PR6JJ9S - 9151586,nan
15563,83373305,8307612,9,35306,02/10/2025,98635,,,,,0,9,0,0,06/10/2025 13:45,[72709],nan,0,8550,TJ2LH6EETV - 8307612,nan
15564,83373306,9078763,1261,35306,02/10/2025,98635,,,,,1261,0,0,0,06/10/2025 13:45,[72709],nan,0,8550,TJ2LH6EETV - 9078763,nan
15565,83373319,9161025,25000,35306,06/10/2025,98635,,,,,1862.5,20137.5,3000,0,06/10/2025 13:45,[72709],nan,0,8550,TJ6M96MEP9 - 9161025,nan
15566,83389373,8933216,12000,35306,06/10/2025,98635,,,,,11607.05,0,392.95,0,06/10/2025 16:29,[23914],nan,0,8550,TJ6PU6MBYB - 8933216,nan
15567,83390387,7661065,2000,35306,06/10/2025,98635,,,,,2000,0,0,0,06/10/2025 17:17,[72709],nan,0,8550,TJ6GM6OY34 - 7661065,nan
15568,83397524,9160472,21000,35306,06/10/2025,73124,,,,,0,18000,3000,0,06/10/2025 20:13,[72709],nan,0,8550,TJ6GE6P7S5 - 9160472,nan
15569,83414663,9187525,970,35306,06/10/2025,98635,,,,,0,0,970,0,07/10/2025 05:21,[72709],nan,0,8550,TJ6486QKT7 - 9187525,nan
15570,83414782,8391821,16196.67,35306,07/10/2025,98635,,,,,8916.67,4280,3000,0,07/10/2025 05:26,[72709],nan,0,8550,TJ7K66T1AX - 8391821,nan
15571,83414790,8391823,4303.33,35306,07/10/2025,98635,,,,,3499,700,104.33,0,07/10/2025 05:26,[72709],nan,0,8550,TJ7K66T1AX - 8391823,nan
15572,83425517,9143805,40500,35306,07/10/2025,98635,,,,,0,37500,3000,0,07/10/2025 07:37,[23914],nan,0,8550,TJ7QQ6PXE3 - 9143805,nan
15573,83425555,8576328,11000,35306,07/10/2025,98635,,,,,2079.22,5999.99,2920.79,0,07/10/2025 07:38,[72709],nan,0,8550,TJ70X6QIF9 - 8576328,nan
15574,83476080,9160462,21600,35306,07/10/2025,98635,,,,,20000,1600,0,0,07/10/2025 11:37,[99851],nan,0,8550,TJ7H46UTU7 - 9160462,nan
15575,83492082,8359845,11000,35306,07/10/2025,98635,,,,,10885.9,0,0,114.1,07/10/2025 13:47,[99851],nan,0,8550,TJ7CM6PJ7C - 8359845,nan
15576,83492092,8973868,60000,35306,07/10/2025,98635,,,,,60000,0,0,0,07/10/2025 13:47,[72709],nan,0,8550,TJ7286TWKC - 8973868,nan
15577,83492102,8337378,11978,35306,06/10/2025,98635,,,,,10000,1478,0,500,07/10/2025 13:48,[72709],nan,0,8550,TJ6G76P2R6 - 8337378,nan
15578,83492103,8783245,922,35306,06/10/2025,98635,,,,,0,0,922,0,07/10/2025 13:48,[72709],nan,0,8550,TJ6G76P2R6 - 8783245,nan
15579,83492793,8973868,50,35306,07/10/2025,98635,,,,,3.34,0,46.66,0,07/10/2025 13:59,[72709],nan,0,8550,TJ7286TWSK - 8973868,nan
15580,83497947,6768158,20000,35306,07/10/2025,98635,,,,,20000,0,0,0,07/10/2025 14:28,[99851],nan,0,8550,TJ7436SURG - 6768158,nan
15581,83513951,8933216,4000,35306,07/10/2025,98635,,,,,0,1392.95,2607.05,0,07/10/2025 18:52,[23914],nan,0,8550,TJ7PU6QADF - 8933216,nan
15582,83515179,9159354,10000,35306,08/10/2025,98635,,,,,0,7000,3000,0,07/10/2025 21:05,[99851],nan,0,8550,TJ8746QYGS - 9159354,nan
15583,83516000,8716664,2448.32,35306,08/10/2025,98635,,,,,2330.62,0,0,117.7,07/10/2025 21:55,[23914],nan,0,8550,TJ8KJ6TIGF - 8716664,nan
15584,83516002,9252597,6051.68,35306,08/10/2025,98635,,,,,2411.68,3640,0,0,07/10/2025 21:55,[23914],nan,0,8550,TJ8KJ6TIGF - 9252597,nan
15585,83521405,8746163,5000,35306,08/10/2025,98635,,,,,0,955.5,2940.22,1104.28,08/10/2025 04:17,[23914],nan,0,8550,TJ8FQ6SUIC - 8746163,nan
15586,83528458,9182513,4000,35306,08/10/2025,98635,,,,,3033.04,966.96,0,0,08/10/2025 07:21,[99851],nan,0,8550,TJ8GS6TUBX - 9182513,nan
15587,83536212,7661065,1000,35306,08/10/2025,98635,,,,,1000,0,0,0,08/10/2025 07:56,[72709],nan,0,8550,TJ8GM6TIQ9 - 7661065,nan
15588,83543650,8359845,529.63,35306,08/10/2025,98635,,,,,524.39,0,0,5.24,08/10/2025 08:51,[99851],nan,0,8550,TJ8CM6STWS - 8359845,nan
15589,83543654,9195539,137.37,35306,08/10/2025,98635,,,,,0,137.37,0,0,08/10/2025 08:52,[99851],nan,0,8550,TJ8CM6STWS - 9195539,nan
15590,83548705,8948361,2005,35306,08/10/2025,98635,,,,,1858.38,0,0,146.62,08/10/2025 09:26,[72709],nan,0,8550,TJ8K76WDM4 - 8948361,nan
15591,83550448,9093779,140000,35306,06/10/2025,98635,,,,,0,140000,0,0,08/10/2025 09:52,[99851],nan,0,8550,TJ6956KDSF - 9093779,nan
15592,83558053,9206899,15000,35307,08/10/2025,99476,,,,,10750,4250,0,0,08/10/2025 10:44,[],nan,0,8550,FT25279VVWGD - 9206899,nan
15593,83576404,9159354,28500,35306,08/10/2025,98635,,,,,0,28500,0,0,08/10/2025 13:03,[99851],nan,0,8550,TJ8746SID6 - 9159354,nan
15594,83576495,9192419,150000,35306,08/10/2025,98635,,,,,127500,22500,0,0,08/10/2025 13:06,[72709],nan,0,8550,TJ8SG2A6UP - 9192419,nan
15595,83579559,9187525,6000,35306,08/10/2025,98635,,,,,0,6000,0,0,08/10/2025 13:14,[72709],nan,0,8550,TJ8MY6U1XQ - 9187525,nan
15596,83579902,9192419,22500,35306,08/10/2025,98635,,,,,22500,0,0,0,08/10/2025 13:15,[72709],nan,0,8550,TJ8OC6VJJC - 9192419,nan
15597,83580594,9203997,2000,35306,08/10/2025,98635,,,,,0,2000,0,0,08/10/2025 13:18,[23914],nan,0,8550,TJ8LF6VZZ9 - 9203997,nan
15598,83597678,9193419,5000,35306,08/10/2025,98635,,,,,0,5000,0,0,08/10/2025 14:36,[23914],nan,0,8550,TJ8J06U4UU - 9193419,nan
15599,83598486,9159354,50,35306,08/10/2025,98635,,,,,48.01,1.99,0,0,08/10/2025 14:46,[99851],nan,0,8550,TJ8746T2QT - 9159354,nan
15600,83601982,9112023,48825,35306,08/10/2025,98635,0,0,0,0,20405,14700,0,13720,09/10/2025 10:15,[72709],nan,0,8550,TJ8CV6U377 - 9112023,nan
15601,83604348,9263652,2,35306,08/10/2025,98635,,,,,0,2,0,0,08/10/2025 15:47,[23914],nan,0,8550,TJ87P6UKR6 - 9263652,nan
15602,83607109,6768158,4890,35306,08/10/2025,98635,,,,,4397.5,0,492.5,0,08/10/2025 17:28,[99851],nan,0,8550,TJ8436X9WQ - 6768158,nan
15603,83608103,9151575,80000,35306,08/10/2025,18219,,,,,50750,26250,3000,0,08/10/2025 18:15,[23914],nan,0,8550,TJ8JM6UUDI - 9151575,nan
15604,83608351,8933216,3000,35306,08/10/2025,98635,,,,,0,3000,0,0,08/10/2025 18:45,[23914],nan,0,8550,TJ8PU6T9PI - 8933216,nan
15605,83608984,7661065,1000,35306,08/10/2025,98635,,,,,1000,0,0,0,08/10/2025 20:15,[72709],nan,0,8550,TJ8GM6VU8W - 7661065,nan
15606,83609333,8716664,12000,35306,08/10/2025,98635,,,,,23.54,8976.46,3000,0,08/10/2025 20:36,[23914],nan,0,8550,TJ8KJ6WLUK - 8716664,nan
15607,83615095,8948361,1006,35306,09/10/2025,98635,,,,,951.27,0,0,54.73,09/10/2025 04:34,[72709],nan,0,8550,TJ9K76YUZ9 - 8948361,nan
15608,83616526,9087920,2,35306,09/10/2025,18219,,,,,0.01,1.99,0,0,09/10/2025 05:48,[],nan,0,8550,TJ9I16YQLH - 9087920,nan
15609,83618361,9143553,31125,35306,08/10/2025,18219,,,,,0,28125,3000,0,09/10/2025 06:14,[23914],nan,0,8550,TJ8MA6VYWL - 9143553,nan
15610,83618539,9175108,31584,35306,08/10/2025,99476,,,,,14583.33,14000,3000.67,0,09/10/2025 06:17,[99851],nan,0,8550,TJ8456VBY8 - 9175108,nan
15611,83618701,9203997,100,35306,08/10/2025,98635,,,,,38.12,61.88,0,0,09/10/2025 06:21,[23914],nan,0,8550,TJ8LF6W3K2 - 9203997,nan
15612,83620002,9193419,5000,35306,09/10/2025,98635,,,,,584.88,4415.12,0,0,09/10/2025 06:46,[23914],nan,0,8550,TJ9J06W4CI - 9193419,nan
15613,83627115,8339939,28833,35306,09/10/2025,98635,,,,,16666.67,8000,2832.97,1333.36,09/10/2025 07:39,[99851],nan,0,8550,TJ9JO6VZIM - 8339939,nan
15614,83627116,8383258,6167,35306,09/10/2025,98635,,,,,5056,1011,100,0,09/10/2025 07:39,[99851],nan,0,8550,TJ9JO6VZIM - 8383258,nan
15615,83627909,9152269,39500,35307,08/10/2025,98635,,,,,0,22241.12,3000,14258.88,09/10/2025 07:43,[23914],nan,0,8550,FT25281LYLT3 - 9152269,nan
15616,83628032,7526709,188029,35307,08/10/2025,98635,,,,,149999.97,12000,26028.15,0.88,09/10/2025 07:43,[72709],nan,0,8550,FT2528164894 - 7526709,nan
15617,83642049,8604981,41179.17,35306,09/10/2025,98635,,,,,19479.17,18700,3000,0,09/10/2025 08:30,[72709],nan,0,8550,TJ9AV6W3K9 - 8604981,nan
15618,83642052,8604995,6020.83,35306,09/10/2025,98635,,,,,4865,1055.83,100,0,09/10/2025 08:30,[72709],nan,0,8550,TJ9AV6W3K9 - 8604995,nan
15619,83665592,9195307,51175,35306,08/10/2025,98635,0,0,0,0,44500,6675,0,0,09/10/2025 10:15,[72709],nan,0,8550,TJ8CV6U377 - 9112023-1,nan
15620,83675990,8948361,1000,35306,09/10/2025,98635,,,,,1000,0,0,0,09/10/2025 11:18,[72709],nan,0,8550,TJ9K76ZQY2 - 8948361,nan
15621,83678504,8307612,4826,35306,09/10/2025,98635,,,,,1460.3,3365.7,0,0,09/10/2025 11:42,[72709],nan,0,8550,TJ9LH6ZQB1 - 8307612,nan
15622,83681605,8339939,127602.18,35306,09/10/2025,98635,0,0,0,0,116666.65,8000,2935.53,0,09/10/2025 12:10,[99851],nan,0,8550,TJ9ER6ZMJA - 8339939,nan
15623,83681607,8383258,30833.82,35306,09/10/2025,98635,0,0,0,0,25278,5055,500,0.82,09/10/2025 12:09,[99851],nan,0,8550,TJ9ER6ZMJA - 8383258,nan
15624,83681810,9129940,12500,35306,09/10/2025,98635,0,0,0,0,0,12500,0,0,09/10/2025 12:30,[72709],nan,0,8550,TJ9DY6WNDK - 9129940,nan
15625,83682374,9203764,305000,35307,09/10/2025,98635,,,,,246450,55550,3000,0,09/10/2025 12:06,[23914],nan,0,8550,FT25282H2RL4 - 9203764,nan
15626,83682690,8474623,329.23,35306,09/10/2025,98635,,,,,0,329.23,0,0,09/10/2025 12:07,[72709],nan,0,8550,TJ90X6XJBQ - 8474623,nan
15627,83682691,8576328,4170.77,35306,09/10/2025,98635,,,,,4170.77,0,0,0,09/10/2025 12:07,[72709],nan,0,8550,TJ90X6XJBQ - 8576328,nan
15628,83683039,9285226,428053.56,35307,09/10/2025,98635,,,,,398189.36,29864.2,0,0,09/10/2025 12:08,[23914],nan,0,8550,FT25282M11GL - 9285226,nan
15629,83683139,9263652,230735.18,35307,09/10/2025,98635,,,,,209761.07,20974.11,0,0,09/10/2025 12:08,[23914],nan,0,8550,FT25282M11GL - 9263652,nan
15630,83687456,9160551,6000,35306,09/10/2025,98635,0,0,0,0,0,6000,0,0,09/10/2025 12:31,[72709],nan,0,8550,TJ9DY6WNDK - 9129940-1,nan
15631,83687554,9218089,6500,35306,09/10/2025,98635,0,0,0,0,0,3500,3000,0,09/10/2025 12:34,[72709],nan,0,8550,TJ9DY6WNDK - 9129940-2,nan
15632,83699191,9169475,10000,35306,09/10/2025,98635,,,,,0,10000,0,0,09/10/2025 14:10,[23914],nan,0,8550,TJ9PR6VM53 - 9169475,nan
15633,83699314,9030030,38531.2,35306,09/10/2025,98635,,,,,25021.69,12010.41,1499.1,0,09/10/2025 14:15,[99851],nan,0,8550,TJ9O46YP3C - 9030030,nan
15634,83699316,9030034,11468.8,35306,09/10/2025,98635,,,,,0,8666.62,2802.18,0,09/10/2025 14:15,[99851],nan,0,8550,TJ9O46YP3C - 9030034,nan
15635,83699380,9195539,22362.63,35306,09/10/2025,98635,0,0,0,0,0,22362.63,0,0,11/10/2025 06:36,[99851],nan,0,8550,TJ9CM6X3A0 - 9195539,nan
15636,83701598,8640336,10000,35306,09/10/2025,98635,,,,,0,7042.66,2957.34,0,09/10/2025 14:35,[72709],nan,0,8550,TJ9BW6YR2O - 8640336,nan
15637,83733745,8933216,3000,35306,09/10/2025,98635,,,,,0,3000,0,0,09/10/2025 17:47,[23914],nan,0,8550,TJ9PU6WBBH - 8933216,nan
15638,83811204,9328528,20000,35306,10/10/2025,98635,,,,,8000,12000,0,0,10/10/2025 13:03,[23914],nan,0,8550,TJA737139F - 9328528,nan
15639,83843761,7900002,7.81,35306,11/10/2025,98635,,,,,0,0,7.81,0,11/10/2025 06:08,[72709],nan,0,8550,TJBK775GWB - 7900002,nan
15640,83843762,8948361,3592.19,35306,11/10/2025,98635,,,,,3521.75,0,0,70.44,11/10/2025 06:08,[72709],nan,0,8550,TJBK775GWB - 8948361,nan
15641,83844320,8359845,50937.37,35306,09/10/2025,98635,0,0,0,0,40937.37,10000,0,0,11/10/2025 06:37,[99851],nan,0,8550,TJ9CM6X3A0 - 9195539-1,nan
15642,83865179,7661065,500,35306,11/10/2025,98635,,,,,491.14,0,0,8.86,11/10/2025 16:55,[72709],nan,0,8550,TJBGM74Z9Y - 7661065,nan
15643,83865377,8746163,8000,35306,11/10/2025,98635,,,,,244.17,7044.5,0,711.33,11/10/2025 17:27,[23914],nan,0,8550,TJBFQ750EC - 8746163,nan
15644,83865982,8933216,3000,35306,11/10/2025,98635,,,,,0,3000,0,0,11/10/2025 19:34,[23914],nan,0,8550,TJBPU730D3 - 8933216,nan
15645,83866700,9009343,0,35306,12/10/2025,98635,0,0,0,0,0,0,0,0,13/10/2025 7:23am,[72709],nan,0,8550,TJC8A72YRD - 9009343,nan
15646,83871073,8775493,50000,35306,12/10/2025,98635,,,,,27937.51,18800,1479.11,1783.38,12/10/2025 18:53,[72709],nan,0,8550,TJC9B7612I - 8775493,nan
15647,83871242,8746163,10000,35306,13/10/2025,98635,,,,,9671.54,0,0,328.46,12/10/2025 21:17,[23914],nan,0,8550,TJDFQ78LDZ - 8746163,nan
15648,83877629,7999966,1,35306,13/10/2025,98635,,,,,0,0,1,0,13/10/2025 4:40am,[72709],nan,0,8550,TJDBZ796GB - 7999966,nan
15649,83877754,9187490,5998,35306,12/10/2025,98635,0,0,0,0,0.43,5997.57,0,0,14/10/2025 5:29am,[72709],nan,0,8550,TJCJ2763NT - 9187490,nan
15650,83877803,9236883,7100,35306,11/10/2025,98635,,,,,340.2,3759.8,3000,0,13/10/2025 5:00am,[72709],nan,0,8550,TJBFR72V7W - 9236883,nan
15651,83878462,9198062,5200,35306,12/10/2025,18219,,,,,0,5200,0,0,13/10/2025 5:25am,[23914],nan,0,8550,TJC8K73JPN - 9198062,nan
15652,83878532,9227810,10000,35306,10/10/2025,98635,,,,,0,7000,3000,0,13/10/2025 5:27am,[23914],nan,0,8550,TJAGA70725 - 9227810,nan
15653,83878661,8368665,169.72,35306,12/10/2025,98635,0,0,0,0,0,0,169.72,0,13/10/2025 7:20am,[99851],nan,0,8550,TJCCM7648I - 8368665,nan
15654,83883694,8359845,729.28,35306,12/10/2025,98635,0,0,0,0,729.28,0,0,0,13/10/2025 7:21am,[99851],nan,0,8550,TJCCM7648I - 8368665-1,nan
15655,83885304,9219053,550000,35307,13/10/2025,98635,,,,,500000,50000,0,0,13/10/2025 7:48am,[23914],nan,0,8550,FT25286G869L - 9219053,nan
15656,83886098,9030034,30000,35307,11/10/2025,98635,,,,,22688.28,3187.64,4124.08,0,13/10/2025 7:58am,[99851],nan,0,8550,FT2528418DHH - 9030034,nan
15657,83896967,7661065,1000,35306,13/10/2025,98635,,,,,394.7,0,597.4,7.9,13/10/2025 8:47am,[72709],nan,0,8550,TJDGM79HF3 - 7661065,nan
15658,83905859,9210569,10500,35306,11/10/2025,98635,,,,,0,7500,3000,0,13/10/2025 9:38am,[23914],nan,0,8550,TJBII76816 - 9210569,nan
15659,83907880,9192411,55367,35306,13/10/2025,98635,,,,,48144.63,7221.69,0,0.68,13/10/2025 9:46am,[72709],nan,0,8550,TJDHY7C77F - 9192411,nan
15660,83934625,9190500,10000,35306,13/10/2025,99476,,,,,0,5072.5,3000,1927.5,13/10/2025 11:15am,[99851],nan,0,8550,TJDEY7CEJW - 9190500,nan
15661,83947638,9182819,23000,35306,13/10/2025,98635,,,,,13200,6800,3000,0,13/10/2025 12:02pm,[72709],nan,0,8550,TJDMY79YZM - 9182819,nan
15662,83968145,9201507,27000,35306,13/10/2025,18219,,,,,0,24000,3000,0,13/10/2025 2:02pm,[23914],nan,0,8550,TJD6W78OHL - 9201507,nan
15663,83983750,8775493,11341.45,35306,13/10/2025,98635,,,,,11229.16,0,0,112.29,13/10/2025 3:24pm,[72709],nan,0,8550,TJD9B786KK - 8775493,nan
15664,83983752,8778556,5858.55,35306,13/10/2025,98635,,,,,4758.4,1005,95.15,0,13/10/2025 3:24pm,[72709],nan,0,8550,TJD9B786KK - 8778556,nan
15665,83983923,7999966,6966.26,35306,13/10/2025,98635,,,,,5741,1148,77.26,0,13/10/2025 3:31pm,[72709],nan,0,8550,TJD0D7ACIW - 7999966,nan
15666,83983924,8923233,33.74,35306,13/10/2025,98635,,,,,0,0,33.74,0,13/10/2025 3:31pm,[72709],nan,0,8550,TJD0D7ACIW - 8923233,nan
15667,84003053,7661065,1000,35306,14/10/2025,98635,,,,,0,0,1000,0,14/10/2025 4:17am,[72709],nan,0,8550,TJEGM7C327 - 7661065,nan
15668,84003085,8746163,4000,35306,14/10/2025,98635,,,,,3932.49,0,0,67.51,14/10/2025 4:25am,[23914],nan,0,8550,TJEFQ7C034 - 8746163,nan
15669,84003324,9196586,14000,35306,14/10/2025,98635,,,,,0,11000,3000,0,14/10/2025 4:55am,[23914],nan,0,8550,TJEGF7C0FW - 9196586,nan
